Başlık,Fiyat,Şehir,İlçe,Mahalle,Konut Tipi,Oda Sayısı,Banyo Sayısı,Kat,Kat Sayısı,Bina Yaşı,Isınma Tipi,Eşya Durumu,Yapı Tipi,Yapının Durumu,Aidat,Depozito,Yakıt Tipi,Link,Brüt m2,Net m2,Konut Tipi Encoded,İlçe Encoded,Mahalle Encoded,Isınma Tipi Encoded,Yakıt Tipi Encoded,Yapı Tipi Encoded,Yapının Durumu Encoded,Cephe_Kuzey,Cephe_Güney,Cephe_Doğu,Cephe_Batı,Cephe_Bilinmiyor
Cihangir Beyoğlu Defterdar Yokuşunda 3 oda balkonlu çift cepheli taşınmaya hazır geniş kiralık daire,50000,0,Beyoğlu,Firuzağa Mah.,Daire,4,1,0.5,5.0,40,Kombi,0,Diğer,İkinci El,3500,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/44443-672,110,100,0,46264.72451790634,43975.0,5,1,1,2,0,0,1,1,0
EYÜPSULTANDA YENİ BİNADAN KİRALIK YÜKSEK GİRİŞ DAİRE 2+1,19500,0,Eyüpsultan,Merkez Mah.,Daire,3,1,0.5,3.0,5,Kombi,0,Betonarme,İkinci El,1365,29250,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-merkez-kiralik/daire/60890-669,65,60,0,65489.622641509435,68711.29707112971,5,1,0,2,0,1,0,0,0
HALKALI ATAKENT GÜNEŞPARK EVLERİ KİRALIK 3+1 DAİRE,50000,0,Küçükçekmece,Atakent Mah.,Daire,4,2,4.0,14.0,17,Kombi,0,Betonarme,İkinci El,3950,100000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/122950-558,135,120,0,23117.786516853932,33794.8717948718,5,1,0,2,0,0,1,1,0
"ŞİŞLİ,AKASYA EVLERİNDE OTOPARKLI TEMİZ KİRALIK DAİRE37951153",35000,0,Şişli,Yayla Mah.,Daire,3,1,0.5,6.0,15,Kombi,0,Betonarme,İkinci El,1500,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-yayla-kiralik/daire/65708-1102,90,85,0,59910.485869565215,31769.96,5,1,0,2,0,1,0,0,0
"Nişantaşı Merkezi Konumlu, Eşyalı Şık Daire",40000,0,Şişli,Meşrutiyet Mah.,Daire,1,1,3.0,3.0,31,Merkezi,1,Betonarme,İkinci El,300,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/146994-18,60,55,0,59910.485869565215,44109.3125,6,1,0,2,0,1,0,0,0
KİRALIK DAİRE FULL EŞYALI,21000,0,Kağıthane,Çağlayan Mah.,Daire,2,1,3.0,5.0,18,Kombi,1,Betonarme,İkinci El,120,25,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/153475-27,80,70,0,44238.3578125,23372.727272727272,5,1,0,2,0,1,1,0,0
"BEYOĞLU KASIMPAŞA KIZILAY MEYDANI'NDA KİRALIK 1+1, 70M2, 2.KAT DAİRE - SÖZGEN'DEN - 267K",17000,0,Beyoğlu,Kadımehmet Efendi Mah.,Daire,2,1,2.0,4.0,40,Kombi,0,Betonarme,İkinci El,1190,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-kadimehmet-efendi-kiralik/daire/49135-2716,75,67,0,46264.72451790634,16428.571428571428,5,1,0,2,0,0,0,0,1
"Büyükada’da Deniz Manzaralı, Full Eşyalı, Huzurlu ve Konforlu Yaşam!",50000,0,Adalar,Nizam Mah.,Daire,3,1,2.0,3.0,31,Kombi,1,Betonarme,İkinci El,2000,100000,Doğalgaz,https://www.hepsiemlak.com/istanbul-adalar-nizam-kiralik/daire/142268-104,110,100,0,172676.4705882353,138583.33333333334,5,1,0,2,1,1,1,1,0
BEYOĞLU KASIMPAŞA MEYDANA 2 DK. MESAFEDE 1+1 KİRALIK 1.KAT DAİRE - SÖZGEN'DEN - 268K,15000,0,Beyoğlu,Kadımehmet Efendi Mah.,Daire,2,1,1.0,5.0,35,Kombi,0,Betonarme,İkinci El,1050,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-kadimehmet-efendi-kiralik/daire/49135-2721,60,55,0,46264.72451790634,16428.571428571428,5,1,0,2,1,1,1,1,0
Haseki tramway durağında kiralık temiz 1+1 yüksek giriş daire,19500,0,Fatih,Haseki Sultan Mah.,Daire,2,1,0.5,4.0,40,Kombi,0,Betonarme,İkinci El,100,19500,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-haseki-sultan-kiralik/daire/148945-35,75,70,0,22015.514588859416,21266.619047619046,5,1,0,2,0,0,0,0,1
Çarşamba pazarına yakın 2+1 daire 5.kat,15500,0,Bahçelievler,Soğanlı Mah.,Daire,3,1,5.0,6.0,35,Kombi,0,Betonarme,İkinci El,1085,16500,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-kiralik/daire/60890-733,90,85,0,30662.31279620853,22980.76923076923,5,1,0,2,0,1,0,0,0
Kağıthane yahya kemal’de 85 mt2 2+1,20000,0,Kağıthane,Yahya Kemal Mah.,Daire,3,1,0.0,4.0,15,Kombi,0,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/daire/115149-608,86,85,0,44238.3578125,19759.25925925926,5,1,0,2,0,0,0,0,1
EYÜPSULTAN PİYERLOTTİ TEPESİNDE KİRALIK DUBLEKS DAİRE,34500,0,Eyüpsultan,Merkez Mah.,Daire,6,2,2.0,2.0,14,Kombi,0,Betonarme,İkinci El,200,39000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-merkez-kiralik/daire/60890-705,160,150,0,65489.622641509435,68711.29707112971,5,1,0,2,0,1,0,0,0
OĞUZ EMLAKTAN KONUTBİRLİK SİTESİNDE YENİ BİNADA,32000,0,Küçükçekmece,İstasyon Mah.,Daire,4,1,3.0,6.0,0,Kombi,0,Diğer,İkinci El,2000,64000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-istasyon-kiralik/daire/156523-4,110,90,0,23117.786516853932,25902.777777777777,5,1,1,2,0,1,0,0,0
DEMİROĞLU GYD KARTAL UĞURMUMCU 3+1 ORMAN MANZARALI KİRALIK DAİRE,25000,0,Kartal,Uğur Mumcu Mah.,Daire,4,2,8.0,9.0,27,Kombi,0,Betonarme,İkinci El,750,56000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-ugur-mumcu-kiralik/daire/132420-419,130,100,0,37055.555555555555,27625.0,5,1,0,2,0,1,1,0,0
Çınar 6 Site Havuz 7/24 Güvenlik Temiz Eşyalı 3+1 Kiralık Daire,40000,0,Esenyurt,Barbaros Hayrettin Paşa Mah.,Daire,4,2,3.0,10.0,6,Kombi,1,Betonarme,İkinci El,3250,80000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-kiralik/daire/16200-2809,155,135,0,20686.823529411766,19442.30769230769,5,1,0,2,0,0,1,0,0
ESENYURT AVRUPARK HAYAT BÜYÜK TİP 2+1 EŞYASIZ KİRALIK HAVUZ CEPHE DAİRE,26000,0,Esenyurt,Orhan Gazi Mah.,Daire,3,2,18.0,25.0,3,Merkezi,0,Betonarme,İkinci El,3619,52000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-orhan-gazi-kiralik/daire/124862-1196,135,94,0,20686.823529411766,18500.0,6,1,0,2,0,1,0,0,0
ORTABAYIR'DA KİRALIK 2+1 SIFIR DAİRE,40000,0,Kağıthane,Telsizler Mah.,Daire,3,1,2.0,3.0,0,Kombi,1,Betonarme,Sıfır,500,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-telsizler-kiralik/daire/58586-252,60,50,0,44238.3578125,96241.66666666667,5,1,0,1,0,0,0,0,1
"NEF 14 HAMİDİYE MAH. KİRALIK 1+1,64 M2 LÜKS RESİDANCE DAİRE",27250,0,Kağıthane,Hamidiye Mah.,Residence,2,1,0.5,14.0,8,Merkezi,0,Betonarme,İkinci El,2700,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/residence/79030-633,64,45,2,44238.3578125,44712.475,6,1,0,2,0,0,1,0,0
Çelik Gayrimenkulden Deniz manzaralı temiz daire..,50000,0,Adalar,Nizam Mah.,Daire,5,2,0.5,3.0,35,Kombi,1,Betonarme,İkinci El,1250,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-adalar-nizam-kiralik/daire/134003-78,200,150,0,172676.4705882353,138583.33333333334,5,1,0,2,1,0,0,0,0
"Fatih, Sulukule Toplu Konutlarında bakımlı, boyalı, masrafsız Kiralık 2+1 Daire!",35000,0,Fatih,Derviş Ali Mah.,Daire,3,1,-1.0,3.0,13,Kombi,0,Betonarme,İkinci El,800,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-dervis-ali-kiralik/daire/2608-6502,110,90,0,22015.514588859416,18857.14285714286,5,1,0,2,0,0,1,1,0
"DİRECTTEN, ULAŞIMA YAKIN, NEZİH SOKAKTA, EBEVEYN BANYOLU 2+1",29750,0,Maltepe,Aydınevler Mah.,Daire,3,2,1.0,4.0,10,Kombi,0,Betonarme,İkinci El,1000,29750,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-21394,80,75,0,36607.416267942586,32802.083333333336,5,1,0,2,0,1,1,1,0
GÜLBAHAR MH. YÜKSEL SOKAKTA 1+1,12500,0,Şişli,Gülbahar Mah.,Daire,2,1,0.0,5.0,20,Kombi,0,Betonarme,İkinci El,250,12500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/130884-385,65,55,0,59910.485869565215,24218.3908045977,5,1,0,2,0,1,1,0,0
Feneryolu Fahrettin Kerim Gökay Cad.Eşyalı Kiralık 130m2 Net 3+1,70000,0,Kadıköy,Feneryolu Mah.,Daire,4,2,0.5,11.0,27,Merkezi,1,Betonarme,İkinci El,4900,140000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-feneryolu-kiralik/daire/117718-77,150,130,0,66851.20439560439,75166.66666666667,6,1,0,2,1,1,0,1,0
TOPRAKTAN GÖZTEPE'DE 100m2 2+1 SÜLEYMAN YALÇIN HAS. YAKIN DAİRE,34000,0,Kadıköy,Merdivenköy Mah.,Daire,3,1,0.5,4.0,35,Merkezi,0,Betonarme,İkinci El,2380,34000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/139509-247,100,75,0,66851.20439560439,39846.153846153844,6,1,0,2,0,1,0,0,0
FOR RENT FURNISHED 1+1 APARTMENT IN CİHANGİR KİRALIK EŞYALI DAİRE КВАРТИРА В АРЕНДУ,42000,0,Beyoğlu,Firuzağa Mah.,Daire,2,1,3.0,4.0,15,Kombi,1,Betonarme,İkinci El,700,84000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/66277-4176,70,60,0,46264.72451790634,43975.0,5,1,0,2,0,0,1,1,0
DERİN GAYRİMENKUL'DEN HİM STAY'DE FULL EŞYALI 2+1 ÇATI DUBLEKS,57000,0,Eyüpsultan,Göktürk Merkez Mah.,Daire,3,1,4.0,4.0,1,Klima,1,Betonarme,İkinci El,10300,114000,Elektrik,https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/42083-5716,100,83,0,65489.622641509435,124123.07692307692,4,2,0,2,1,1,1,1,0
İlke'den İdealtepe Sahilde Kapanmaz Deniz Manzaralı Ön Cephe 3+1,50000,0,Maltepe,İdealtepe Mah.,Daire,4,1,3.0,4.0,28,Kombi,0,Betonarme,İkinci El,3500,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-kiralik/daire/1057-12293,135,120,0,36607.416267942586,51343.75,5,1,0,2,0,1,1,0,0
REDSTONE DERYA'DAN EYÜPSULTAN İSLAMBEY'DE 2+1 KİRALIK DAİRE,17000,0,Eyüpsultan,İslambey Mah.,Daire,3,1,0.5,4.0,10,Kombi,0,Betonarme,İkinci El,1190,17000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-islambey-kiralik/daire/144906-274,70,60,0,65489.622641509435,22464.285714285714,5,1,0,2,0,0,0,0,1
DİKİLİTAŞTA SIFIR BİNADA YILDIZ METROYA 10 DK 3+1 KİRALIK DAİRE,65000,0,Beşiktaş,Dikilitaş Mah.,Daire,4,1,2.0,6.0,0,Yerden Isıtma,0,Betonarme,Sıfır,1,130000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/1625-9438,105,90,0,145577.30544993663,66601.35135135135,8,1,0,1,1,1,1,0,0
ZEYTİNBURNU SAHİLPARK KONUTLARI KISMİ DENİZ MANZARALI EŞYALI 2+1,45000,0,Zeytinburnu,Sümer Mah.,Daire,3,1,14.0,14.0,9,Merkezi,1,Betonarme,İkinci El,2500,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-kiralik/daire/89502-958,105,86,0,60872.105769230766,28285.714285714286,6,1,0,2,0,1,1,0,0
Qadraj REZİDANSTA 2+1 YÜKSEK KAT SIFIR DAİRE,35000,0,Pendik,Dumlupınar Mah.,Residence,3,1,2.0,7.0,1,Merkezi,0,Betonarme,Sıfır,3500,70000,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-dumlupinar-kiralik/residence/129430-204,110,72,2,26993.649253731342,32729.166666666668,6,1,0,1,0,0,1,0,0
"NİNE HATUN MAH. AYAZMA CAD.YAKIN, 12 Yıllık ! , 2+1 85m2 2.Kat Kiralık Daire",22000,0,Esenler,Nine Hatun Mah.,Daire,3,2,2.0,4.0,12,Kombi,0,Betonarme,İkinci El,1540,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-nine-hatun-kiralik/daire/145446-507,90,80,0,36969.80198019802,18600.0,5,1,0,2,1,1,0,0,0
METROBÜSE 9 DK MESAFEDE SİTEİÇİ SOSYAL ALANLI CADDE ÜZERİ 1+1,14000,0,Esenyurt,Barbaros Hayrettin Paşa Mah.,Daire,2,1,8.0,9.0,8,Kombi,0,Betonarme,Sıfır,980,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-kiralik/daire/111753-2284,85,70,0,20686.823529411766,19442.30769230769,5,1,0,1,0,1,1,0,0
Pendik Altkaynarca da Site İçinde Kıralık Dogalgaz Kombili 3+1,25000,0,Pendik,Kaynarca Mah.,Daire,4,1,1.0,6.0,25,Kombi,0,Betonarme,İkinci El,300,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-kaynarca-kiralik/daire/64396-37,125,113,0,26993.649253731342,30178.571428571428,5,1,0,2,1,0,0,1,0
FİKİRTEPE 2+1 KİRALIK DAİRE,50000,0,Kadıköy,Dumlupınar Mah.,Daire,3,1,0.5,24.0,7,Merkezi,0,Betonarme,İkinci El,4850,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-kiralik/daire/134985-1534,93,72,0,66851.20439560439,32729.166666666668,6,1,0,2,1,0,0,1,0
GÜNCELİZ'DEN KÜÇÜKYALI TELEKOM CİVARI HER ULAŞIMA YAKIN 3+1,45000,0,Maltepe,Çınar Mah.,Daire,4,2,1.0,4.0,13,Kombi,0,Betonarme,İkinci El,3150,46500,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-cinar-kiralik/daire/58182-3180,110,90,0,36607.416267942586,33362.903225806454,5,1,0,2,0,1,1,0,0
MASHATTAN SİTESİNDE 3+1 SATILIK DAİRE BOŞ HAVUZ MANZARALI,90000,0,Sarıyer,Maslak Mah.,Daire,4,2,16.0,30.0,10,Merkezi,1,Betonarme,Sıfır,9000,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/154046-574,170,140,0,110185.8286163522,75335.52739726027,6,1,0,1,0,1,1,1,0
BAHÇELİEVLER AKA KOLLEJİ CİVARI 5+2 SIFIR KİRALIK DUBLEKS DAİRE,85000,0,Bahçelievler,Bahçelievler Mah.,Daire,7,3,4.0,4.0,0,Kombi,0,Betonarme,Sıfır,1500,170000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4696,230,200,0,30662.31279620853,49116.438356164384,5,1,0,1,0,1,0,0,0
Esenyurt Devlet Hastanesine 5 Dakika Yürüme Mesafesinde / Pınar Mahallesi Kiralık 2+1 Daire...,14500,0,Esenyurt,Pınar Mah.,Daire,3,1,3.0,5.0,6,Kombi,0,Betonarme,İkinci El,150,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-pinar-kiralik/daire/129433-95,90,80,0,20686.823529411766,79477.27272727272,5,1,0,2,0,1,0,0,0
"--NEHİR EMLAK--UĞURMUMCUDA CADDE ÜSTÜ 3+1,İÇİ FULL YENİLENMİŞ",35000,0,Kartal,Uğur Mumcu Mah.,Daire,4,1,2.0,10.0,26,Kombi,0,Betonarme,İkinci El,2450,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-ugur-mumcu-kiralik/daire/112535-42,130,110,0,37055.555555555555,27625.0,5,1,0,2,0,0,1,0,0
BEYLİKDÜZÜ YAKUPLU KİRALIK 3+1 DİŞ HASTANESİNE ÇOKYAKIN KÖŞEBAŞI,18000,0,Beylikdüzü,Yakuplu Mah.,Daire,4,1,1.0,2.0,28,Kombi,0,Betonarme,İkinci El,150,36000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-kiralik/daire/153389-76,125,110,0,40480.59071729958,20750.0,5,1,0,2,0,1,1,0,0
KOZYATAGI BELEDIYE BLOKLARINDA METROYA YAKIN,26500,0,Kadıköy,Kozyatağı Mah.,Daire,3,1,0.5,7.0,39,Merkezi,0,Betonarme,İkinci El,800,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-kiralik/daire/45254-4035,75,65,0,66851.20439560439,61179.48717948718,6,1,0,2,1,0,1,1,0
ŞİŞLİ MERKEZ MAHALLESİNDE EŞYALI MÜKEMMEL KİRALIK 1+1 DAİRE,25000,0,Şişli,Merkez Mah.,Daire,2,1,-1.0,5.0,17,Kombi,1,Betonarme,İkinci El,1100,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/134933-297,75,65,0,59910.485869565215,68711.29707112971,5,1,0,2,0,1,1,0,0
GAZİOSMANPAŞA BAĞLARBAŞI 7/B VADİ EVLERİ 6.KISIM SİTE İÇİ 2+1 11.KAT KİRALIK DAİRE,30000,0,Gaziosmanpaşa,Bağlarbaşı Mah.,Daire,3,2,11.0,11.0,0,Merkezi,0,Betonarme,Sıfır,2700,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-kiralik/daire/60707-432,98,90,0,28528.830769230768,28940.0,6,1,0,1,1,1,1,0,0
BAKIRKÖY ZUHURATBABA DA 2+1 5 YILLIK KAT 3,47000,0,Bakırköy,Zuhuratbaba Mah.,Daire,3,1,3.0,5.0,5,Kombi,0,Betonarme,İkinci El,3290,94,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-zuhuratbaba-kiralik/daire/101492-621,80,65,0,157770.20547945207,49684.21052631579,5,1,0,2,0,0,0,0,1
GAYRİMENKULİST'DEN E5 E SIFIR 3+1 KİRALIK EŞYALI DAİRE,26000,0,Beylikdüzü,Cumhuriyet Mah.,Daire,4,1,6.0,10.0,20,Kombi,1,Betonarme,İkinci El,1000,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-kiralik/daire/151298-33,150,140,0,40480.59071729958,38040.54054054054,5,1,0,2,1,1,1,1,0
GAYRETTEPEDE KİRALIK DAİRE 3+1 BULVARA 1 ADIM MESAFEDE TOZ AL GİR KONUMDA,51000,0,Beşiktaş,Gayrettepe Mah.,Daire,4,2,5.0,11.0,38,Merkezi,0,Betonarme,İkinci El,1500,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/42227-888,125,120,0,145577.30544993663,50673.4693877551,6,1,0,2,0,1,0,0,0
VİLLA TADINDA TERASLI E-5 METROYA 12 DK. YÜRÜME YENİ BİNA 3.5+1,27000,0,Kartal,Hürriyet Mah.,Daire,4,2,5.0,5.0,6,Kombi,0,Betonarme,İkinci El,1890,40500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-hurriyet-kiralik/daire/102386-2429,108,103,0,37055.555555555555,25219.23076923077,5,1,0,2,0,1,1,1,0
LENS İSTANBUL DA PEYZAJ MANZARALI 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,55000,0,Pendik,Yenişehir Mah.,Daire,3,2,9.0,9.0,5,Merkezi,1,Betonarme,İkinci El,3850,110000,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-yenisehir-kiralik/daire/58568-7475,120,90,0,26993.649253731342,24451.58064516129,6,1,0,2,0,1,0,0,0
Sky Bahçeşehir 2 + 1 Kiralık Daire,21000,0,Başakşehir,Bahçeşehir 1. Kısım Mah.,Daire,3,2,7.0,10.0,11,Merkezi,0,Betonarme,İkinci El,2850,31500,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/115511-457,124,84,0,36569.34306569343,51232.142857142855,6,1,0,2,0,0,0,0,1
FERİKÖY TURANBEY SK.2+1 TERASLI 75 M2 ASANSÖRLÜ,25000,0,Şişli,Paşa Mah.,Daire,3,1,4.0,4.0,15,Kombi,0,Betonarme,İkinci El,200,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/139911-281,85,75,0,59910.485869565215,25309.52380952381,5,1,0,2,0,0,0,0,1
Referans Bakırköy'de AbbAs Altun'dan Kiralık Stüdyo Daire,24000,0,Bakırköy,Osmaniye Mah.,Daire,1,1,1.0,8.0,11,Merkezi,0,Betonarme,İkinci El,3850,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-osmaniye-kiralik/daire/13677-1794,45,30,0,157770.20547945207,20550.0,6,1,0,2,0,0,0,1,0
BOSTAN EMLAK TAN BOSTANCI SİT. BÖL. 1+1 FULL EŞYALI DENİZ MANZARALI KİRALIK DAİRE,43000,0,Kadıköy,Bostancı Mah.,Daire,2,1,10.0,10.0,2,Kombi,1,Betonarme,İkinci El,500,85000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-kiralik/daire/156043-2,85,75,0,66851.20439560439,69111.11111111111,5,1,0,2,1,1,1,0,0
Esenyurt Talatpaşada herkese Uygun geniş bahçe katı daire bu fiyata böylesi Bir daha gelmez,10000,0,Esenyurt,Talatpaşa Mah.,Daire,3,3,-1.0,5.0,10,Kombi,0,Betonarme,İkinci El,200,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/692384-318,100,90,0,20686.823529411766,23142.85714285714,5,1,0,2,1,1,1,1,0
FUAYE SİTESİNDE 120 M2 EŞYALI GENİŞ BALKONLU MANZARALI KİRALIK 2+1 DAİRE,58000,0,Maltepe,Zümrütevler Mah.,Daire,3,2,1.0,5.0,12,Kombi,1,Betonarme,İkinci El,5140,110000,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/156048-3,120,100,0,36607.416267942586,30833.333333333332,5,1,0,2,0,1,0,1,0
Tuzla Merkezde Site içi Geniş Daire Naci Avcı dan,20000,0,Tuzla,Evliya Çelebi Mah.,Daire,4,1,1.0,4.0,27,Kombi,0,Betonarme,İkinci El,750,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-tuzla-evliya-celebi-kiralik/daire/77474-2549,140,130,0,38268.367647058825,27500.0,5,1,0,2,0,1,0,1,0
F-L EMLAKTAN FERAH MAH KISIKLI AVŞAR MARKET YAKINI 3+1 SIFIR LÜKS,45000,0,Üsküdar,Kısıklı Mah.,Daire,4,1,1.0,2.0,0,Kombi,0,Betonarme,Sıfır,300,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-kisikli-kiralik/daire/120150-3215,115,100,0,60316.66379310345,28833.333333333332,5,1,0,1,0,1,0,0,0
Kayapark Sakura Evleri Sitesinde 2+1 Kiralık Daire,22000,0,Başakşehir,Güvercintepe Mah.,Daire,3,1,3.0,3.0,0,Merkezi,0,Betonarme,Sıfır,2700,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-guvercintepe-kiralik/daire/2328-10438,90,70,0,36569.34306569343,17807.69230769231,6,1,0,1,0,1,1,0,0
AŞIK VEYSEL'DE 3+1 DUBLEX DENİZ VE GÖL MANZARALI,36000,0,Küçükçekmece,Cumhuriyet Mah.,Daire,4,2,5.0,5.0,0,Kombi,0,Betonarme,Sıfır,200,36000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/113699-506,150,130,0,23117.786516853932,38040.54054054054,5,1,0,1,0,1,0,0,0
BULAN'DAN ORTAKÖY ANA CADDEDE DENİZ MANZARALI 3+1 DUBLEKS,75000,0,Beşiktaş,Mecidiye Mah.,Daire,4,1,6.0,6.0,27,Kombi,0,Betonarme,İkinci El,5250,112500,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/90653-371,155,145,0,145577.30544993663,38944.40740740741,5,1,0,2,0,0,0,1,0
"DMRC'DEN KİRALIK CEVAHİR AVM,METRO,YÜRÜME MESAFESİNDE GENİŞ 3+1",40000,0,Şişli,Fulya Mah.,Daire,4,1,5.0,6.0,20,Kombi,0,Betonarme,İkinci El,2800,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/120873-356,130,115,0,59910.485869565215,64472.51648351648,5,1,0,2,0,0,0,0,1
"NİSBETİYE'DE, MÜKEMMEL KONUMDA FULL MOBİLYALI, OTOPARKLI DAİRE",65000,0,Beşiktaş,Nisbetiye Mah.,Daire,4,1,4.0,9.0,45,Merkezi,1,Betonarme,İkinci El,2175,130000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/daire/1259-11606,135,120,0,145577.30544993663,266602.3622047244,6,1,0,2,0,0,0,0,1
KOÇMER EMLAKTAN MECİDİYEKÖY METROYA 20 DK. GÜLBAĞ OTOBÜS DURAKLARINA 5 DAKİKA YÜRÜME BALKONLU BOŞ,20000,0,Şişli,Gülbahar Mah.,Daire,3,1,4.0,7.0,26,Kombi,0,Betonarme,İkinci El,200,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/52307-4075,92,90,0,59910.485869565215,24218.3908045977,5,1,0,2,0,1,0,1,0
BAKIRKÖY KARTALTEPEDE BAHÇELİ GENİŞ 1+1 65 M2 İÇİ FULL YAPILI METROBÜSE MARMARAYA METROYA YÜRÜME 8DK,20000,0,Bakırköy,Kartaltepe Mah.,Daire,2,1,-1.0,5.0,45,Kombi,0,Betonarme,İkinci El,1400,42000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-kartaltepe-kiralik/daire/41836-1524,70,65,0,157770.20547945207,29033.333333333332,5,1,0,2,1,1,1,1,0
